,title,0-incident/single patient 1-awareness/campaign,score
22268,SPORT-BCCI-SCHEDU2 LT(SPB1),1.0,0.82992613
22269,SPORT-BCCI-SCHEDULE 2 LAST,0.0,0.12711577
22270,Why albinos are being abducted mutilated raped and killed in Africa,1.0,0.9167928
22271,HC puts on hold govts decision to procure anti-drug medicine,0.0,0.37236097
22272,Blood Money: Blood banks making good money from pooling,0.0,0.30429792
22273,Maharashtra SSC: The board students may not come in first merit list,0.0,0.27977782
22274,Scientists can use CRISPR to customise your RNA: Difference between RNA and DNA,1.0,0.67992026
22275,Shimla to get reconnected by air from tomorrow,1.0,0.73226595
22276,COURT-OFFICER 2 LAST,0.0,0.12711641
22277,BHRC directs payment of Rs 50000 compensation to HIV+ patient,0.0,0.056085266
22278,Bank earnings to remain weak in first half of FY17: Report,0.0,0.060157802
22279,Bank earnings to remain weak in first half of FY17: Report,0.0,0.060160365
22280,40 dead tiger cubs found in Tiger Temple's freezer: 10 things you should know about controversy and temple,0.0,0.0735928
22281,Condemning Condoms: Why Russian experts want rubber banned,0.0,0.45075917
22282,2234 people reported to have got HIV after blood transfusion:,0.0,0.062717125
22283,BLOOD 2 LAST,0.0,0.1250696
22284,More than 2000 people contract HIV after blood transfusions in India: Understanding the syndrome,0.0,0.052176494
22285,DU girl Devika Sirohi decodes Zika Virus: All you need to know,1.0,0.6451569
22286,Scientists develop clone to fight against Zika Virus: Know all about the breakthrough,0.0,0.0847351
22287,CELL 4 LAST,0.0,0.13008973
22288,Delhi High Court Rules Against Thermo Fisher Scientific Inc,0.0,0.08310785
22289,Ranji matches to played at neutral venues zonal system scrapped in Duleep Trophy,0.0,0.10653446
22290,Ranji games at neutral venues Duleeps zonal system scrapped,0.0,0.3247809
22291,Premature menopause is for real; if you're in your 30s you ought to know all about it,1.0,0.69097465
22292,Nigerian held for duping woman of over Rs 16 lakh,0.0,0.19637586
22293,Nigerian held for duping woman of over Rs 16 lakh,0.0,0.19637667
22294,DEVICE 2,0.0,0.16704702
22295,Non-Surgical Male Circumcision Device Approved,0.0,0.24528451
22296,DEVICE 3 LAST,0.0,0.12523906
22297,Amy Jackson was at the same Cannes party as Kim Kardashian; here's what she wore,1.0,0.90311897
22298,Life expectancy worldwide has increased by 5 years: WHO,0.0,0.09330738
22299,Amy Jackson goes from glam girl to boss girl at Cannes,1.0,0.58233047
22300,Over 7.36 lakh people to succumb to cancer in 2016 mumbers to shoot up to 8.8 lakh by 2020 says study,0.0,0.040004097
22301,(REOPENS DEL57),0.0,0.1716317
22302,How we zeroed in on the country's best Insurers,1.0,0.7095753
22303,FCRA case: CBI to question NGOs,1.0,0.5109477
22304,Centres team studies breach in Sirhind feeder canal,0.0,0.079865515
22305,Court sends Home Ministry official to 5-day CBI custody,0.0,0.16971785
22306,AIDS Memorial observed in Nagaland,1.0,0.8170374
22307,Amy Jackson in awe of Prabhudheva after watching him dance,1.0,0.9140979
22308,What is NAVIC? Here's all you need to know about India's very own GPS,1.0,0.7829112
22309,These 5 Kolkata schools are all India top 20 ISC performers: Check out the list of best performances,1.0,0.65429366
22310,Dirty water is fueling Hepatitis surge in India with 133625 cases last year,0.0,0.13862444
22311,Patent not to affect hepatitis C drug price in India: Gilead,0.0,0.06067981
22312,PB-GOLD 2 LAST,0.0,0.1271162
22313,1.961 kg of gold seized from Qatar Airways flight,1.0,0.9304872
22314,IBSAT 2016: Paper pattern and tentative exam dates,1.0,0.6598906
22315,Child tests HIV positive after blood transfusion at GMCH,0.0,0.06262329
22316,Over 21 lakh people living with HIV: Govt,0.0,0.072668314
22317,Rpting with correction in para 5,0.0,0.10709683
22318,Rpting with correction in para 5,0.0,0.10709952
22319,Insurers dont cover HIV on likelihood of high claims: Sinha,0.0,0.057618592
22320,Mails and letters to the editor,1.0,0.8745393
22321,ICSE ISC results announced by CISCE: Girls again ahead of boys,1.0,0.6523078
22322,Canon launches professional EOS-1D X Mark II cam it just costs Rs 455995,1.0,0.85107714
22323,ICSE ISC 2016 results declared: Here's how you can check your results,1.0,0.64282775
22324,ICSE ISC 2016 results to be declared today: Check your result at cisce.org,1.0,0.80783117
22325,RS MP condemns cut in small saving schemes interest rates,0.0,0.15345044
22326,RS MPs condemn police action on Allahabad university students,0.0,0.34036055
22327,RS members demand Bharat Ratna for Dhyan Chand,0.0,0.48658395
22328,RS MPs seek stringent laws to check food adulteration,0.0,0.16689903
22329,ICSE ISC results expected tomorrow at 3 pm: Check your results at cisce.org,1.0,0.5846937
22330,RS-LD HEALTH 2,1.0,0.5693284
22331,Now breastfeeding app to support first-time moms,0.0,0.26705033
22332,ICSE ISC schools to now have mandatory yoga classes orders CISCE,1.0,0.6539497
22333,Indian GPS will take some more time to start operation,1.0,0.64731586
22334,NPPA fixes ceiling price of 54 drug formulations,0.0,0.062909774
22335,Guidelines for engagement of consultants in Ministries,0.0,0.3170822
22336,LS-TRANSGENDER 2 LAST,0.0,0.12711689
22337,India offers USD 100 million for infrastructure fund to PNG,0.0,0.23840886
22338,REOPENS FGN 11,0.0,0.12569018
22339,India launches its last navigation satellite: All about India's own navigation system,1.0,0.62260747
22340,Resuming commercial ops at Kandla airport to boost industry,1.0,0.8363002
22341,Prez Mukherjee arrives in Papua New Guinea,1.0,0.7469563
22342,RS-DROUGHT 5 LAST,0.0,0.12713769
22343,(Reopens PAR25),0.0,0.17163727
22344,Resuming commercial ops at Kandla airport to boost industry,1.0,0.83630323
22345,Panic button GPS mandatory in all mobile phones from 2017: Know why the government may confiscate your phone,0.0,0.05113184
22346,The National Pharmaceutical Pricing Authority (NPPA) to fix fluctuating prices,0.0,0.4273993
22347,Panic button must for all new phones from Jan 1,0.0,0.23181897
22348,LOI 3,0.0,0.4438398
22349,P.D. Hinduja Hospital Signs LOI With The Division of AIDS,1.0,0.808464
22350,PDHH 3,0.0,0.17156002
22351,P.D. Hinduja Hospital Signs LOI With The Division of AIDS,1.0,0.8084639
22352,PD Hinduja Hosp DAIDS to set up CoE to address TB HIV issues,1.0,0.849577
22353,PD Hinduja Hosp DAIDS to set up CoE to address TB HIV issues,1.0,0.84957767
22354,Dental quacks pose health risk in J&K,0.0,0.23587431
22355,Zinc deficiency may make inflammation worse in HIV+ patients,0.0,0.09821847
22356,Ayurvedic Siddha and Unani drugs cannot put out ads for,0.0,0.07425096
22357,Eyecatchers of the week,1.0,0.8319408
22358,Tell us by May 4 if flights to Shimla will be launched: SC,0.0,0.47532162
22359,India to play its first D/N Test against NZ this year: Thakur,0.0,0.22236316
22360,ISRO ties up with university for space research activities,1.0,0.9250407
22361,Indian Maritime University signs MoUs with foreign varsities,1.0,0.9342723
22362,Indian Maritime University signs MoUs with foreign varsities,1.0,0.93427134
22363,Improved HIV antiviral therapies in the offing,0.0,0.08432197
22364,SEE PIC: Amy Jackson shares a selfie with superstar Rajinikanth from the sets of Enthiran 2.0,1.0,0.81891346
22365,NGO FIND Cipla tie-up for Hepatitis C treatment in India,0.0,0.19318593
22366,NGO FIND Cipla tie-up for Hepatitis C treatment in India,0.0,0.19319443
22367,REOPENS FGN 6,0.0,0.12930578
22368,(STRICTLY EMBARGOED NOT FOR PUBLICATION OR WEBCAST BEFORE,1.0,0.8984324
22369,Combined HIV Hepatitis C vaccination in the offing,0.0,0.07218342
22370,2.0: Amy Jackson confirms she is not robot in Rajinikanth's film,1.0,0.80257446
22371,ISC ICSE results likely to be declared on May,1.0,0.70305
22372,Charlie Sheen under investigation for threatening ex-fiancee,0.0,0.08532539
22373,Pearls gave Rs 9500 crore as agents commission: CBI,0.0,0.17099206
22374,LAPD opens criminal investigation against Charlie Sheen,0.0,0.07217308
22375,COURT-PEARLS 2 LAST,0.0,0.12547255
22376,CBI likely to file its charge sheet in Pearls chit fund case,0.0,0.17012009
22377,Potent antibodies against HIV identified,0.0,0.10759674
22378,SEE PIC: Doesn't Amy Jackson's 2.0 look remind you of Tomb Raider's Angelina Jolie?,1.0,0.8141124
22379,NPPA asks drug makers to furnish prices of 56 formulations,0.0,0.119223386
22380,Govt to develop 25 regional airports says Jaitley,0.0,0.34524444
22381,PAN 2 LAST,0.0,0.12612323
22382,Pearls scam: CBI to send Letters Rogatory to Australia,0.0,0.42461526
22383,SPORT-BAD LD IND 2 LAST,0.0,0.085747965
22384,Hurriyat says willing to help in Indo-Pak peace,0.0,0.2619729
22385,Saina reaches semi-final of the India Super Series,1.0,0.91968966
22386,Prices of 103 formulation packs to come down after NPPA cap,0.0,0.06552744
22387,IMU CET 2016: Registrations to commence April 1,1.0,0.74046934
22388,Rapid TB diagnostic test in each district soon: Nadda,0.0,0.066732146
22389,Effective vaccine against AIDS in the offing,0.0,0.3035093
22390,Anyone who has ever been sexually active needs to know about HPV,1.0,0.6232752
22391,World Tuberculosis Day: What is Cardiac Tuberculosis and why you should know about it?,1.0,0.85712856
22392,Mary Kom Shiva get top seeding at Asian Olympic Qualifiers,0.0,0.4737506
22393,Jharkhand Government Recruitment 2016: Apply for Staff Nurse Medical Officer and other posts,1.0,0.6308201
22394,Mission Sapne 2: Alia Bhatt sells masks; pretends to be Shraddha Kapoor,0.0,0.34317863
22395,EXCLUSIVE: Should marital rape be criminalised in India?,0.0,0.09090355
22396,SC seeks Govt response on plea for AIDS centres in all distts,0.0,0.3259466
22397,India bans hundreds of drugs including household medicines: Things you should know about FDCs,0.0,0.195565
22398,Orphaned HIV+ siblings denied ration in Odisha probe ordered,0.0,0.057910543
22399,Thalassemic kids case: court gives CBI 1 month to file report,0.0,0.045685824
22400,Thalassemic kids case: court gives CBI 1 month to file report,0.0,0.045685798
22401,(Reopens FGN 24),0.0,0.13067926
22402,Charlie Sheen files for child support payment decrease,0.0,0.18630293
22403,Govt private assurance on compulsory licensing worrying: MSF,0.0,0.43560743
22404,ASSEMBLY-NAGALAND 3LAST,1.0,0.8299263
22405,How India's first openly gay prince came out met Oprah and now fights for the LGBT community,0.0,0.4273665
22406,14 inmates detected with HIV virus in Kanpur jail,0.0,0.06865424
22407,New disposable biochip for quick HIV diagnosis,0.0,0.07408218
22408,Drug formulations under price control rise to over 800,0.0,0.21647944
22409,Cong RS MPs from AP Telengana ask govt to fulfill assurances,0.0,0.07406525
22410,HIV-Infected males have higher rates of bone loss than females,0.0,0.17562628
22411,Over 21 lakh Indians living with HIV,0.0,0.10802161
22412,Project Leap website shows status of Airtel towers in your area,0.0,0.23828033
22413,Thinking of popping birth-control pills? 7 side effects you should know about,1.0,0.6188767
22414,ISRO successfully launches the sixth Indian navigation satellite here's a recap of five IRNSS in orbit,1.0,0.76847434
22415,Exclusive: Top lawyer denies Home Ministry claims that she misused foreign money,0.0,0.27068186
22416,HIV positive girl back to studies,0.0,0.085756175
22417,WHO approves China made female condom,0.0,0.083602116
22418,Well-known NGO Lawyers Collective accused of misappropriation of funds,0.0,0.42037493
22419,India part of UN initiative to save girls from child marriage,0.0,0.20776768
22420,(Reopens DES 38),0.0,0.12745664
22421,Madras HC grants 24-hour parole to Rajiv Gandhi's killer Nalini BJP worker attacked in Kannur more,0.0,0.21560004
22422,HIV+ patient in Kannur fights discrimination and prejudice,0.0,0.077111185
22423,HIV victims' fight against prejudice continues,0.0,0.08349963
22424,Charlie Sheen to star in new 9/11 drama,0.0,0.4061958
22425,New model shows how infections cross from mom to baby,0.0,0.3531716
22426,Indigenous diagnostic tool for TB likely in a year: ICMR,0.0,0.22831096
22427,Indigenous diagnostic tool for TB likely in a year: ICMR,0.0,0.22830948
22428,Mission Sapne 2: Sonakshi Sinha turns flower seller to support Red Brigade,1.0,0.84878653
22429,Asia Cup: India smash sorry UAE storm to their biggest T20I win,1.0,0.95164895
22430,Reconsider move to remove drugs from duty exemption: CPI(M) to,0.0,0.069318876
22431,Zero Discrimination Day: Here's why you should know about it and be a part,0.0,0.47610465
22432,BUD-LD AIRFARES 2 LAST,0.0,0.12803635
22433,COURT-PEARLS 2 LAST,0.0,0.12547249
22434,Govt plans to revive 160 airports; each to cost Rs 50-100 cr,0.0,0.49903017
22435,NEWSALERT-BUD 121,1.0,0.8138086
22436,NEWSALERT-BUD 113,1.0,0.8138091
22437,NEWSALERT-BUD 100,0.0,0.2492945
22438,NEWSALERT-BUD 102,0.0,0.26517737
22439,NEWSALERT-BUD 95,0.0,0.25740623
22440,NEWSALERT-BUD 104,1.0,0.81641006
22441,Aurobindo Pharma gets USFDA nod for anti-HIV tablets,0.0,0.06402759
22442,Transgender reality star Caitlyn Jenner is the new face of MAC cosmetics,0.0,0.29854462
22443,Parliament passes Election Laws (Amendment) Bill,0.0,0.37465745
22444,Duty exemption withdrawal on drugs to boost Make in India:Govt,0.0,0.06656343
22445,COURT-PEARLS 2 LAST,0.0,0.12547237
22446,NHRC notice to MP over denial of treatment to woman patients,0.0,0.062647395
22447,Two and a Half Men star Charlie Sheen pays his exes a whopping amount per month,0.0,0.1583299
22448,Oscars 2016: You can't afford to miss these hair-raising Oscar speeches of all time,1.0,0.868003
22449,Mission Sapne 2: Sonu Nigam turns Puja Samagri seller for a day,1.0,0.8587248
22450,Monthly vaginal ring may protect women from HIV: study,0.0,0.055656273
22451,Mission Sapne 2: Sonu Nigam sells Puja Samagri for a day raises awareness about HIV,1.0,0.7180072
22452,Simple blood test may accurately diagnose active TB,0.0,0.32074746
22453,JAT-NAIDU 2 LAST,0.0,0.12711611
22454,(REOPENS CCM12),0.0,0.17161757
22455,Women sex workers HIV+ patients to get easy loans in Cgarh,0.0,0.34616476
22456,From Aamir Khan to Anushka Sharma: The artists who inked these celebs tell you all about tattoos,1.0,0.94573814
22457,Govt restores customs duty exemption on 3 drugs,0.0,0.06302576
22458,Delhi's sex workers the most exploited: Study,0.0,0.45757535
22459,Kampong Ayer the worlds biggest water village in Brunei,1.0,0.8103989
22460,Youths pledge for protected sex on International Condom Day,1.0,0.807975
22461,India on track to achieve health related MDGs: Nadda,1.0,0.69970894
22462,LGBTs charge cops with sex abuse torture,0.0,0.2253692
22463,COURT-PEARLS 2 LAST,0.0,0.12547255
22464,Customs duty on life saving drugs to help domestic cos: Sinha,0.0,0.05238321
22465,Former Nepal PM Koirala cremated with full state honours,1.0,0.6123372
22466,Assam govt may subsidise imported life saving drugs,0.0,0.057505045
22467,Ruskin Bond is finally writing his autobiography and we just can't wait!,1.0,0.5364063
22468,In Sushil Koirala India has lost a valued friend says Narendra Modi,0.0,0.18535833
22469,Mamata Banerjee condoles Sushil Koiralas death,0.0,0.073542446
22470,India's first matchmaking app for people with disabilities is here,0.0,0.08024008
22471,Former Nepal prime minister Sushil Koirala passes away,0.0,0.28403613
22472,India has lost a valued friend says PM on Koiralas demise,0.0,0.23379996
22473,What the Zika crisis can teach India,1.0,0.88857424
22474,Cong slams govt for withdrawing customs duty exemption to,0.0,0.15260646
22475,Mamata concerned over customs duty hike on life-saving drugs,0.0,0.06295567
22476,Forest watcher beaten to death body dumped in well,1.0,0.6430949
22477,Forest watcher beaten to death body dumped in well,1.0,0.643083
22478,Project Sunrise launched for AIDS prevention: Facts on the condition leading to immunodeficiency,1.0,0.94891846
22479,DRUGS-PRICES 2 LAST,0.0,0.12711555
22480,Withdrawing customs duty may lead to hike in medicine prices,0.0,0.055917434
22481,Cust duty exemption withdrawal on life saving drugs face flak,0.0,0.15631622
22482,Exempt life saving drugs from any levies: Mazumdar-Shaw,0.0,0.07538232
22483,Bikaner mourns the death of Tailang,0.0,0.10420887
22484,Govt withdraws customs exemption on 74 drugs prices to rise,0.0,0.05579447
22485,Spending on social services linked to fewer AIDS deaths,1.0,0.5495435
22486,Supreme Court reopens homosexuality debate religious bodies unite to oppose LGBT rights,0.0,0.45822164
22487,The use of dynamite (literally) will add fireworks to your sex life!,0.0,0.22723752
22488,Human embryos genetically engineered by scientists: Interesting examples of genetically modified organisms,1.0,0.7341846
22489,PM Narendra Modi's cash in hand only Rs 4700 total assets worth over Rs 1 crore,0.0,0.047183342
22490,Schizophrenia: Facts Symptoms and Causes,1.0,0.7083869
22491,(REOPENS MDS1),0.0,0.17161767
22492,SC to hear appeal against ban on homosexual acts as gay community suffers rise in rape harassment,0.0,0.17214666
22493,HIV growing even when undetectable in blood: study,0.0,0.07202521
22494,Sizzling item numbers in jail lands officials in soup,0.0,0.06367764
22495,Jail inmates treated to item dance for good conduct on Republic Day,1.0,0.5615772
22496,Gold rods plates worth Rs 71 lakh seized at Kochi Airport,1.0,0.56871325
22497,(Reopens CES10),0.0,0.1716373
22498,(Recasting last two lines of first para),0.0,0.34918657
22499,College head surrenders in TN girls suicide issue,0.0,0.34405422
22500,Pearls Group CMD others sent to jail till Feb 6,0.0,0.052616138
22501,Delighted to be here says Ruskin Bond as he joins Twitter,1.0,0.91458386
22502,India has more passionate football fans than cricket: Bhutia,1.0,0.92452425
22503,Chg housing schemes: 2 pc quota for HIV patients transgenders,0.0,0.27313706
22504,Chg housing schemes: 2 pc quota for HIV patients transgenders,0.0,0.27313057
22505,COURT-PEARLS 2 LAST,0.0,0.12547247
22506,Jaipur Lit Fest 2016: Bonding beyond hills on Ruskin's mind,1.0,0.87299263
22507,Jaipur Lit Fest 2016: Rajasthan masala chai January mornings and the company of your favourite authors,1.0,0.7175569
22508,Har village asks couples to undergo HIV test before marriage,0.0,0.055918794
22509,Indian cos ink pact with UN-backed MPP to sell HCV drug,0.0,0.0578152
22510,ISRO launches IRNSS-1E navigation satellite: Important things you must know,1.0,0.9333482
22511,James Francos adult drama gets series order at HBO,1.0,0.58339787
22512,Govt to start developing three new ports in 2016: Gadkari,0.0,0.06630022
22513,New York City has a masturbation booth now. Really!,0.0,0.17724378
22514,#NAME?,1.0,0.7493492
22515,Swaraj pays tributes to Yasser Arafat,0.0,0.22227441
22516,Govt launches mobile service to wean people off tobacco,0.0,0.15049583
22517,HIV+ boy barred from school: NHRC notice to WB Govt,0.0,0.0832606
22518,COURT-SODOMY 2 LAST,0.0,0.12711641
22519,Children home guard gets 10-yr jail for sodomizing HIV+ boy,0.0,0.05168397
22520,(Reopens FGN 20),0.0,0.12787603
22521,India on track to register entire population using Aadhaar: WB,0.0,0.06416791
22522,In State of the Union Address Obama slams Trump for anti-Muslim rhetoric,1.0,0.9307691
22523,(Reopens FGN 4),0.0,0.1304898
22524,Anti-HIV drugs may be effective against Ebola: study,0.0,0.07154915
22525,AICTE GPAT 2016: Check out the syllabus,1.0,0.7203679
22526,Chinese among two women held for smuggling gold at IGIA,0.0,0.22702037
22527,GoAir to increase connectivity to tier-2 tier-3 cities,0.0,0.07855537
22528,(Reopens FES 29),0.0,0.14249861
22529,Court sends Pearls Group CMD others to 10-day CBI custody,0.0,0.051287223
22530,CBI arrests Pearls group chairman,0.0,0.086165965
22531,RBI to buy back 2023 inflation indexed bonds on Jan 14,1.0,0.82012826
22532,(Reopens DEL61),0.0,0.17163084
22533,HC seeks govt response on PIL alleging lack of free HIV meds,0.0,0.13570118
22534,Glowing cancer cells to lead to more effective cancer surgery,0.0,0.063014865
22535,NHRC-JOSEPH 2 LAST (BES44),0.0,0.10185008
22536,NHRC-JOSEPH 2 LAST,0.0,0.12607393
22537,Customs officials seize 15 kg gold at Delhi airport,0.0,0.13940476
22538,Hospital refuses HIV(+) patient later admits,0.0,0.07168288
22539,BCCI mulls day-night cricket in Duleep Trophy,0.0,0.21257588
22540,(Reopens LGD6),0.0,0.17161901
22541,18 essential medical tests to be started in your 30s and continued through to your 50s,0.0,0.06865693
22542,Early starters are at high risk of sexually transmitted infections,0.0,0.06345475
22543,4 terrorists killed inside Pathankot air base operations on to neutralize 2 more says govt: Latest updates,0.0,0.36045057
22544,Make way for automatic compulsory licencing in pharma: RSS,0.0,0.26033443
22545,Leopard cub gets trapped in post-harvest fire on field dies,0.0,0.06389286
22546,Prabhu assumes charge as secretary general of ISC,1.0,0.79099804
22547,Sebi-PACL: SAT rejects Bhangoos stay plea; hearing on Jan 29,1.0,0.7536569
22548,(Reopens FGN 4),0.0,0.130493
22549,Ringing in the change: Five offbeat ways to start 2016,1.0,0.7573631
22550,Thatchers fears over AIDS awareness made public,1.0,0.7606303
22551,Thirteen killed 34 injured in truck collision in Cuba,1.0,0.9369319
22552,Foundation of homoeopathy unani research institute laid,1.0,0.92583185
22553,Amy Jackson out of Rajinikanth's Endhiran 2.0? People demand so,1.0,0.5617264
22554,Training doctors may help reduce STIs: study,0.0,0.20178512
22555,Cancer HIV drugs among 106 added to Essential Medicines list,0.0,0.051711537
22556,Gang of international cheats busted,1.0,0.89385796
22557,Kiran condemns hike in FSA demands rollback,0.0,0.16325209
22558,The consumption of sexual wellness products has increased in these Indian states,0.0,0.26046735
22559,Merry Christmas from Prince Harry! See the adorable photo,0.0,0.081405185
22560,Nadda seeks improved air connectivity to Himachal Pradesh,0.0,0.22867346
22561,(REOPENS DEL46),0.0,0.17164192
22562,International trade spreads deadly infectious diseases,1.0,0.73208064
22563,Price cap in 530 essential medicines including 47 for cancer,0.0,0.05654065
22564,Amy Jackson is on a roll: After Rajinikanth the Endhiran 2.0 star opposite Ravi Teja now?,1.0,0.748969
22565,Strides Shasun gets DCGI nod to manufacture Hepatitis C drug,0.0,0.050853103
22566,Sex for driving lessons in Netherlands might not be the weirdest law that exists there are more,1.0,0.59750867
22567,LIVER 2 LAST,0.0,0.14045972
22568,WCD to come up with guidelines to check harassment on,0.0,0.08898716
22569,Government of West Bengal is recruiting for various posts: Apply now,0.0,0.36142808
22570,List of crucial bills still pending in the Parliament,0.0,0.20497039
22571,An evening with Bond Ruskin Bond,1.0,0.8962947
22572,Matthew McConaughey to Christian Bale: Actors undergo drastic transformations for roles,1.0,0.6749269
22573,Indian-American professor's Super Condom can help combat AIDS,1.0,0.56236714
22574,Trafficking rape of girl: CPI(M) seeks Rajnaths intervention,0.0,0.07039615
22575,Clinical trial trap: No payment for deaths of human guinea pigs,0.0,0.1882845
22576,Supercondom is here to combat HIV and to enhance sexual pleasure,0.0,0.21933301
22577,Indian-Americans super condom may help combat AIDS,0.0,0.23997636
22578,Ruskin Bond on his Bollywood cameo ghosts and writing for children,1.0,0.71822107
22579,Former Goa MLAs announce formation of new political party,0.0,0.30767778
22580,Former Goa MLAs announce formation of new political party,0.0,0.30767223
22581,Ruskin Bonds treasure trove- People places forests hills,1.0,0.68734473
22582,Hetero gets DCGI nod for generic hepatitis C treatment drug,0.0,0.05013149
22583,Natco Hetero get DCGI nod to sell hepatitis C treatment drug,0.0,0.045690123
22584,(Reopens DEL35),0.0,0.17164004
22585,Maliwal alleges negligence by Delhi police in rape case,0.0,0.06308362
22586,Occupy UGC protesters march to Parliament 150 detained,1.0,0.8391397
22587,PHARMA 2 LAST,0.0,0.13208506
22588,Ive no sympathy for Charlie Sheen: Burt Reynolds,0.0,0.07325656
22589,Intl community concerned over shortages of medicines in Nepal,0.0,0.29199633
22590,GUJ-TOURISM 2 LAST (BCM28),0.0,0.10185353
22591,GUJ-TOURISM 2 LAST,0.0,0.12607388
22592,CLIMATE-JAVADEKAR 2 LAST,0.0,0.1271157
22593,Charlie Sheen demands USD 10 million for memoir?,0.0,0.06284923
22594,Charlie Sheen is HIV positive; expected to talk about it on live TV,0.0,0.16664311
22595,The aftermath of Charlie Sheen's disclosure and his open letter,0.0,0.22745173
22596,CIPLA 3 LAST,0.0,0.13010377
22597,Cheap disposable device for diagnosing diseases,0.0,0.08687336
22598,Taraji P Henson joins Alicia Keys charity,0.0,0.07509752
22599,79 AIDS deaths since 1992 in Andaman and Nicobar islands,0.0,0.1999183
22600,79 AIDS deaths since 1992 in Andaman and Nicobar islands,0.0,0.199932
22601,#WorldAIDSDay: 4 FAQs everybody should read about HIV/AIDS,1.0,0.9094606
22602,World AIDS Day: Is the youth under AIDS attack?,1.0,0.92749643
22603,India trails on two targets under Millennium Development Goals,1.0,0.9306136
22604,India trails on two targets under Millennium Development Goals,1.0,0.9306126
22605,Complaints flood pharma grievance cell over availability of medicines,0.0,0.16765293
22606,Nagaland observes World Aids Day,1.0,0.8669339
22607,Why Aishwarya Rai thinks World AIDS Day is as important as any other festival,1.0,0.94236046
22608,AIDS 2 LAST,0.0,0.37560493
22609,Cgarh: 179 HIV infected women deliver healthy babies this yr,0.0,0.05200532
22610,Arunachal Speaker stresses on HIV patient friendly environment,0.0,0.44932136
22611,World AIDS Day: HIV infections in young gay men surge due to mobile dating,0.0,0.29862183
22612,Arunachal Speaker stresses on HIV patient friendly environment,0.0,0.44933036
22613,Dating apps put Asian teens at risk of HIV infection: UN,0.0,0.057246197
22614,New Delhi:  Dec 01 2015 (PTI) EDITORS: Photos with,1.0,0.71386534
22615,(RPTG ADDING PARA 2),0.0,0.114774644
22616,Cgarh: 179 HIV infected women deliver healthy babies this yr,0.0,0.052005578
22617,Singapore reports 380 HIV cases this year,0.0,0.07207695
22618,ART can help HIV positive person live normal lifespan: Expert,0.0,0.119913474
22619,Drug price cut yielded Rs 2772-cr benefit to public: Govt,0.0,0.15433726
22620,ART can help HIV positive person live normal lifespan: Expert,0.0,0.1199138
22621,World AIDS Day: All you need to know about the disease,1.0,0.91886216
22622,HIV 2 LAST,0.0,0.12506121
22623,AIDS 2 LAST,0.0,0.37560493
22624,China has 5.75 lakh people with HIV/AIDS,0.0,0.090754956
22625,30 died of HIV infection in Tripura in 2014-15,0.0,0.073496066
22626,Now a free online library of HIV edu material with interactive,0.0,0.14887449
22627,Assam Tripura records increase in new HIV cases,0.0,0.062663846
22628,AIDS 2 LAST,0.0,0.3756049
22629,Prince Harry living dangerously falls from his pony,0.0,0.07204601
22630,Prince Harry falls from polo pony at charity match in S.Africa,0.0,0.06332043
22631,Kidney of brain dead person given to woman patient,0.0,0.06262654
22632,HP minister to attend global conference on lung health,1.0,0.6406923
22633,India going to Paris meet with progressive & proactive,0.0,0.08196307
22634,Free screening of Malala documentary in Maha Ktaka tomorrow,0.0,0.1934531
22635,Free screening of Malala documentary in Maha Ktaka tomorrow,0.0,0.19345331
22636,Uber looks for talent on Wall Street hires 3 Goldman bankers,1.0,0.7194662
22637,(Attn.editors: The following press release comes to you under,1.0,0.90445954
22638,Shrine Board asks DGCA to conduct Heli services safety audit,1.0,0.85432196
22639,PET CARE 2,1.0,0.6247939
22640,(Attn.editors: The following press release comes to you under,1.0,0.90445906
22641,MINDTREE 3 LAST,0.0,0.12618859
22642,89th INAC cadets awarded graduation certificates,1.0,0.92453706
22643,Poet Kuvempus house burgled Padma medals stolen,1.0,0.93672025
22644,A singular man,0.0,0.17138742
22645,Easy to talk about diseases in documentary than in film: Big B,1.0,0.6453262
22646,Easy to talk about diseases in documentary than in film: Big B,1.0,0.6453432
22647,Indias vaccination prog to reach 90% within 3 years: Nadda,0.0,0.16768226
22648,Indias vaccination prog to reach 90% within 3 years: Nadda,0.0,0.1676797
22649,4 preventive steps you MUST take to keep your joints stronger,1.0,0.70244485
22650,CISCE ISC (Class 12) Exams 2016: Marking scheme changed,1.0,0.8287796
22651,Durex wants condom emoji so people can have safe sex,0.0,0.3364742
22652,Biopic on noted Assamese folk singer Pratima Barua-Pandey,1.0,0.9368097
22653,Indian-American killed in Mali terrorist attack,1.0,0.91602904
22654,Indian scientist appointed to high-level panel on health,0.0,0.4937609
22655,CISCE up for revamp to centralise education,1.0,0.8991497
22656,Sheen shouldve been upfront about HIV status: McCarthy,0.0,0.07310258
22657,Memoir to detail Charlie Sheens career HIV diagnosis?,0.0,0.064125106
22658,Must know: The thin line between AIDS and HIV,1.0,0.74976605
22659,Chinks in anti-AIDS drive says NACO,0.0,0.33303753
22660,US has invested USD 100 mn to prevent control TB in India,0.0,0.20940074
22661,Kolkata school to reinstate HIV positive kid,0.0,0.087109156
22662,Occupy UGC: Students march to HRD Ministry detained,1.0,0.8509235
22663,West Bengal: School bars HIV positive child to attend classes,0.0,0.18823132
22664,World COPD Day: It's time you get screened for unusual breathing,1.0,0.7421784
