	Title
1779	Natural defence against HIV discovered
1780	As HP tries to rein in HIV cases, stigma mars life ahead for patients
1781	Now, an app that will help people with HIV
1782	Now, an app that will help people with HIV
1783	Condom-vending machines lie unused as HIV cases increase
1784	I contracted HIV after my first one night stand!
1785	Fund-starved NGOs boycott HIV review meeting in Nagpur
1786	Anti-HIV NGOs discuss ways to get money flowing again
1787	Condom-vending machines rust as HIV cases increase
1788	Now, an app that will help people with HIV
1789	New breakthrough may lead to HIV relapse cure
1790	Secunderabad teacher looking for HIV+ bride cheated of Rs 16L
1791	New low-cost printer to track HIV patients’ health
1792	Germany’s Boehringer denied patent on HIV drug
1793	HIV positive auto driver 'infects' 300 women in Hyderabad
1794	Court sees plight of HIV+ ganja convict in Chennai, cuts jail term
1795	Youth forum members take out drive to buy clothes for HIV-affected children
1796	Breaking the news to children living with HIV: a non-profit takes the lead in Ecuador
1797	HIV breakthrough: FDA approves new drug with fewer side effects
1798	Diwali sparkles light up lives of HIV affected
1799	Charlie Sheen to announce he is HIV positive
1800	HIV-2 surfaces in Goa; 15 cases detected in 2 yrs
1801	HIV+ child to return to school
1802	Charlie Sheen's open letter on his HIV + diagnosis
1803	Tackling ‘HIV teens’ getting more complex: Docs, NGOs
1804	HIV+ boy driven out of school in Kolkata
1805	Celebs who have conquered HIV
1806	'.59% of migrant populace tests HIV positive in Rajasthan'
1807	HIV+ man 'backstabs' friend with used syringe
1808	
1809	FIR against HIV+ man for poking friend with syringe
1810	Guardians relent, HIV+ child to return to West Bengal school
1811	ART Raipur blamed for 12 yr old HIV child’s death
1812	Nurse says she had unprotected sex with Sheen despite HIV
1813	Maha’s youngsters worst hit by new HIV infections in 2014-15
1814	Doon care centre for HIV/AIDS patients shuts
1815	China has 5.75 lakh people with HIV/AIDS
1816	Hyderabad, Ranga Reddy dists top in HIV positive cases
1817	Dapcu looks for 107 missing HIV+ patients
1818	Statistics show significant fall in HIV infections in Kerala
1819	Major signs and early symptoms of HIV infection
1820	HIV infections on decline in Gujarat's AIDS capital
1821	New test to detect HIV faster
1822	Testing first, kundalis later: MARD urges prenuptial HIV checks in youth
1823	HIV incidences decline in AP, but so does central funds
1824	State aims to blot out HIV by '17
1825	World Aids Day- Bias due to HIV a grim reality
1826	CBI court orders further probe in thalassaemic kids contracting HIV
1827	'30 died of HIV infection in Tripura in 2014-15'
1828	World AIDS day — Amitabh, Nagarjuna lend voice to videos on HIV
1829	CBI court orders further probe in kids contracting HIV
1830	'Asia-Pacific region faces epidemic of HIV among adolescents'
1831	Bias due to HIV a grim reality
1832	Film on HIV counselling to be released on World AIDS Day
1833	Ficci wing extends help to HIV-positive women
1834	Wives make HIV certificate must for husbands in UP village
1835	Single window model launched to check HIV
1836	HIV declines, only 297 positive cases
1837	Probe ordered in thalassaemic kids contracting HIV
1838	HIV cases drop to 0.31% in dist
1839	"Rajasthan at 13th place in list of states with high prevalence
of HIV: Survey"
1840	`Drugs for all HIV patients not feasible'
1841	HIV cases dip, high-risk groups still a worry
1842	‘Drugs for all HIV patients not feasible’
1843	HIV positive youth helps people cope with AIDS in Balasore
1844	HIV-positive woman returns to old job as lab technician during deluge
1845	Rims probe into wrong HIV report
1846	‘In UP, 80% of people with HIV are untreated’
1847	Denied admission, HIV+ dies in Rims casualty ward
1848	Cancer, HIV drugs get cheaper
1849	New lease of life: Doctors conduct kidney transplant on HIV+ Nigerian
1850	Anti-HIV drugs can be used to treat Ebola
1851	HIV+ woman kills herself after illness aggravates
1852	Charlie Sheen Says He's Off HIV Meds in Favor of Mexican Alternative Treatment
1853	‘Anti-HIV drugs can be used to treat Ebola’
1854	NHRC issues notice to West Bengal government over alleged banning of an HIV positive student
1855	HIV-positive orphan sodomised, man jailed
1856	Woman sarpanch starts HIV test for brides, grooms
1857	HIV +ve girl pimped in Panchkula
1858	Greater access to HIV testing applauded
1859	17 HIV+ children break out of home, three staffers arrested
1860	WORLD CANCER DAY - Rare cancer afflicts Pune HIV+ woman
1861	Rare cancer afflicts Pune HIV+ woman
1862	Project to treat HIV+ drug addicts in NE to start soon
1863	Project to treat HIV+ drug addicts in northeast to start soon
1864	Over 40% living with HIV in India are women
1865	UNSAFE STAB - HIV ensnares more drug addicts in city
1866	HIV ensnares more drug addicts in city
1867	​Over 40% living with HIV in India are women
1868	Seventy HIV positive couples celebrate V-Day
1869	HIV/Aids continues ascent in Ludhiana
1870	'Women sex workers, HIV+ patients to get easy loans in Chhattisgarh'
1871	Government hospital doctor refuses to operate HIV patients
1872	HIV patients get aid, to be operated on
1873	Jharkhand survey shows 100 new HIV+ cases in one year
1874	'HIV/AIDS long-term costs high, unaffordable to most countries’
1875	HIV battle gets Rs. 300cr boost
1876	Devoted to helping HIV+ kids
1877	HIV+ moms deliver 100 virus-free babies
1878	HIV+ moms deliver 100 virus-free babies
1879	HIV positive girl is back in college
1880	'HIV patients leaving treatment mid-way'
1881	HIV-positive girl is back in college
1882	India home to 21L HIV+, 3rd highest in world
1883	Why not set up HIV test centres in every district, SC asks govt
1884	HIV Congress awards French countess for service
1885	Elimination of HIV from DNA raises hope for AIDS cure
1886	Elimination of HIV from DNA raises hope for AIDS cure
1887	HIV+ but champion body-builder
1888	'Orphaned HIV+ siblings denied ration in Odisha'
1889	Gurgaon: Husband booked for harassing HIV+ pregnant wife
1890	Jharkhand seeks corporate help to check HIV
1891	CBI gets time in Junagadh HIV case
1892	‘India makes all Mylan HIV drugs for developing world’
1893	One-on-One , 'India makes all Mylan HIV drugs for developing world'
1894	State witnesses decline in HIV cases, but rise in women victims
1895	HIV woman's murder: One detained, another surrenders
1896	Child tests HIV positive after blood transfusion in Guwhati
1897	Budget cut for NACO hits HIV/AIDS control programme
1898	27 e-blood banks in state soon to check HIV donors
1899	HIV Positive love binds woman to 54 girls in Surat
1900	Hospital denies treatment to HIV positive pregnant woman
1901	Russian activists struggle to raise HIV awareness as epidemic grows
1902	No special day for HIV patients' surgery
1903	Civic body provides free HIV tests and medication
1904	PCR could be a more accurate test for HIV, says NIRRH consultant
1905	Bad blood: Maharashtra ranks 3rd in HIV cases caused by transfusion
1906	HIV due to blood transfusions account for less than 1% of cases
1907	Bad blood: Maharashtra ranks 3rd in HIV cases by transfusion
1908	HIV due to blood transfusions account for less than 1% of cases
1909	Thailand first in Asia to eliminate mother-to-baby HIV: WHO
1910	26 years on, women in Assam still 'ignorant' about HIV
1911	City doctor awarded for service to HIV patients
1912	Hospital gridlock after HIV panic in Bhopal
1913	Injective drug users turning HIV carriers: Experts
1914	Top city hospital made me HIV+ve, alleges 40-yr-old
1915	Lab goofs up, calls woman HIV positive
1916	Elton John lauds Prince Harry for live HIV test
1917	Piped drinking water: HIV+ couple allege discrimination, officials deny charge
1918	HIV+ woman neglected at hospital, dies
1919	City docs transplant liver into HIV+ man
1920	HIV+ woman commits suicide in Damoh
1921	Future tense for 3L HIV positives
1922	Hepatitis: A disease that's deadlier than HIV
1923	74% male sex workers in Chennai at risk of HIV: Study
1924	State ushers in safe injection norms to fight HIV, hepatitis
1925	3rd line of defence against HIV in place for patients in India
1926	3rd line of defence against HIV in place for patients in India
1927	State ushers in safe injection norms to fight HIV, hepatitis
1928	HC grants bail to HIV positive murder accused
1929	Ajay Devgn gets invited to Indore by his Fan Clubs for SHIVAAY Trailer Launch!!
1930	HIV+ woman ostracised, thrashed
1931	Hepatitis & HIV patients with infection at higher risk of suicide
1932	Collector, SP intervene to call off wedding as groom is HIV-positive
1933	Groom HIV positive, bride calls off wedding
1934	85 turn HIV+ due to blood transfusion in last 3 years
1935	HIV positive woman refused delivery at hospital, gives birth to stillborn
1936	Kanpur hospital wrongly declares woman HIV+, denies admission
1937	Thalassemia boy 'given' HIV infected blood
1938	A lifesaver for babies of HIV-positive mothers
1939	Fear of having HIV among the most common phobias in Kolkata
1940	Court orders man to pay maintenance to HIV+ve wife
1941	HIV awareness programme in Manipur dist
1942	Court orders man to pay maintenance to HIV positive wife
1943	British scientists on verge of HIV cure: Report
1944	People with HIV/AIDS hail cabinet nod for amendment in bill
1945	Child sex abuse in men ups HIV-risk behaviour later in life
1946	UK scientists on verge of curing HIV?
1947	HIV camps for migrants planned across state
1948	Sick and homeless- No HIV-infected children in 91% government homes, finds study
1949	No HIV-infected children in 91% government homes, finds study
1950	HIV|AIDS bill to be tabled in RS during winter session
1951	Startups help HIV patients access affordable healthcare
1952	6-year-old brother saves thalassemic HIV-infected boy
1953	In 16 months, 127 patients contracted HIV due to inappropriate blood transfusion
1954	'Vaccine against HIV infection closer to reality'
1955	Message to schools: Join hands, fight HIV
1956	Only 21% of HIV positive transgenders, 33% of sex workers have access to treatment
1957	Unsafe sex leads to 90% HIV cases in Mumbai
1958	All smiles: BHU ART centre tries to spread cheer among HIV+ children
1959	Ray of hope for HIV+ children
1960	4% of all new HIV+ cases in state are pregnant women, says survey
1961	Prevent spread of HIV infections, discrimination, deaths, say doctors
1962	Dakshina Kannada district records 9,052 HIV cases since January 2007
1963	HIV cases dip in district, but city high on risk list
1964	HIV awareness drives hit as 8 of 9 NGOs shut down
1965	Even ‘healthy’ PLHIV can avail ART
1966	HIV+ patients missing treatment cause for worry
1967	HIV prevalence rate comes down in Madurai
1968	Ending mother-to-child HIV is next step
1969	After WHO approval, India to evaluate allowing HIV self-test
1970	Unsafe sex leads to 90% HIV cases
1971	AIDS day: Need for reliable HIV tests
1972	On Aids Day, patients want govt to delete 4 words in HIV Bill
1973	WHO proposes HIV self-test with kit, India to study move
1974	Advanced HIV test yet to make Assam debut
1975	New packaging pushes up condom use, prevents HIV in Dharwad district
1976	New HIV infections down, but AIDS deaths rise 35% in 3 yrs
1977	29,221 people in state living with HIV
1978	HIV+ kids in Goa battle social ostracism
1979	New HIV infections down, but AIDS deaths rise 35% in 3 years
1980	HIV+ youth more prone to depression
1981	Rihanna and Prince Harry take the HIV test together
1982	HIV patients’ data in 43,000 path lab reports leaked online
1983	IMA bats for nucleic acid test over Elisa to detect HIV
1984	HIV screening sees dip, even after counselling
1985	ICTC bags honour for HIV testing
1986	Woman accuses hospital of HIV+ blood transfusion
1987	Scientists proffer new method to weaken HIV
1988	Drawing youth attention to HIV/AIDS epidemic
1989	HIV+ mother, girl thrown out of house
1990	‘Ya Ratrila Pahat Nahi’ tells story of young HIV victim
1991	House that gives HIV affected kids hope
1992	Only 1% of R&D funds spent for HIV, TB and malaria: WHO
1993	Only 1% of R&D funds for HIV, TB, malaria: WHO
1994	Hostels for farmers' kids, HIV+ve children on cards
1995	Common weed may help in fighting HIV
1996	HIV awareness project for jail inmates launched
1997	'Involve peers to deal with depression in HIV+ people'
1998	Good Samaritan to get award for HIV awareness
1999	Self-help group for HIV+ve people launched
2000	Despite HIV, they’re positiveve about life
2001	‘HIV+ status not end of the world’
2002	Shattered by medical report, HIV+ couple hang selves
2003	Assam women lack HIV awareness: Data
2004	200 nuns running centre for HIV patients
2005	HIV, hepatitis combo drug norms eased
2006	Rules eased for HIV, Hep B & C combo drugs
2007	2002 riots convict wants release due to HIV infection
2008	11,846 new cases of HIV in Hyderabad in 2016
2009	93% HIV patients in Telangana battle taboo, live on edge
2010	Parliament passes bill to ensure equal rights to people affected by HIV
2011	Homeo drugs for HIV patients risky: Doctors
2012	Horror at home for HIV kids: Orphans forced to clean filth
2013	THE NATARAJA WHO MADE PERINI SHIVATANDAVAM HIS LIFE’S PURPOSE
2014	Most youth unaware of HIV causes: Survey
2015	Insurance a mirage for poor HIV positives
2016	AIIMS to examine HIV positive Patna woman for abortion
2017	HIV-positive woman gets SC's support over abortion
2018	‘Dominic made me promise that I would work for PLHIV as a lawyer’
2019	Supreme Court rejects plea of HIV+ rape survivor to abort
2020	New act addresses discrimination, assists persons living with HIV
2021	USACS to provide free medicines to all HIV + patients
2022	Shivajinagar home kids to be subjected to HIV tests
2023	Mumbai searches for its 8,000 HIV+ people after health ministry orders new line of treatment
2024	New lease of LIFE for those living with HIV
2025	Case that changed HIV treatment forever
2026	Case that changed HIV treatment forever
2027	29,444 people living with HIV:  K K Shylaja
2028	Haldwani jail inmates told to come forward for HIV test
2029	District committees to check ill treatment to HIV patients
2030	Children of HIV patients to get free education in private schools
2031	Children of HIV patients to get free education in private schools
2032	9-year-old HIV+ girl found hanging months after mom dies of AIDS
2033	‘85% Raj rural women don’t know about HIV/AIDS’
2034	IDUs vulnerable to HIV and Hepatitis C
2035	State implements ‘test and treat’facility for HIV positive people
2036	Toe-reading astrologer works to make future of HIV-infected kids better
2037	Needle pushers adding to rising HIV count in city
2038	Legal aid centre for HIV-affected opens in Vellore
2039	School life gets a little easier for HIV students
2040	Most new HIV infections detected in 2016-17 were from Maharashtra
2041	Marriage portal for HIV+ people
2042	70% more HIV deaths in Tamil Nadu in last three years
2043	Now, Raj dept wants HIV patients to submit Aadhaar
2044	Man jabbed syringe with HIV+ mother's blood into his wife
2045	Girl contracts HIV after transfusion, probe ordered
2046	An ‘Austrian home’ for children with HIV/AIDS
2047	Rap for blood banks over negligence with HIV+ donors
2048	Socially responsible youth celebrate Diwali with HIV-affected children
2049	Experimental vaccine may protect against HIV
2050	Blood banks run out of HIV kits
2051	MP: HIV+ mother made to run from one hospital to another
2052	Extra marital affairs spike HIV cases
2053	Lack of medicines: HIV +ve coming to PGI at ART risk
2054	HIV-positive cases on the rise in Assam
2055	World AIDS Day: 35% of HIV-infected patients are youths
2056	HIV-infected kids being cured by traditional medicines: Former min
2057	‘HIV infection leads to many brain infections’
2058	Provide jobs to people with HIV/AIDS: CM to companies
2059	‘Challenge is to get HIV+ cases to zero’
2060	ICTC bags 6th trophy for testing max people for HIV
2061	Kannur district panchayat launches year-long HIV awareness campaign
2062	Fight stigma against people with HIV: CM Pinarayi Vijayan
2063	459 HIV patients, 10 deaths but no therapy centre in city
2064	Government’s treat-all policy not an instant hit with HIV patients
2065	Adultery by hubbies leaves women vulnerable to HIV
2066	HIV killed 80,000 in Karnataka in 10 years; experts blame government restrictions
2067	Government, KGMU agree to disagree on HIV data
2068	Woman accuses HIV +ve hubby of forcing himself on her, seeks help
2069	Woman accuses HIV +ve hubby of forcing himself on her, seeks help
2070	Doctors delaying treatment to HIV patients, claims NGO
2071	42% drop in new HIV positive cases in state in 7 years
2072	Goa positive about drop in HIV cases
2073	Adolescents with HIV will now have a reason to smile
2074	Soon, test to measure amount of HIV virus in patients’ blood
2075	This rehab centre is home to HIV positive women
2076	Mother-to-child HIV infection cases decline, shows study
2077	HIV pulled them down, love gave hope
2078	Thane tops the chart in HIV positive cases in district
2079	
2080	HIV stigma keeps off students from aganwadi
2081	HIV stigma keeps off students from aganwadi
2082	HIV-positive children in Goa finally get protection under RTE
2083	French film on HIV bags top honours
2084	Drastic reduction in mother-child HIV transfer cases
2085	Drastic reduction in mother-child HIV transfer cases
2086	Medical centre to lose licence for wrongly declaring man HIV positive
2087	Hep B and C screening for HIV positive patients
2088	Women’s panel shifts HIV positive woman, infant to Gandhi Bhavan
2089	‘Denied treatment’, HIV+ man goes on hunger strike
2090	Wives at HIV risk from bisexual husbands
2091	HIV-positive woman who slit her throat and wrists dies
2092	They home-deliver psychosocial and medical support to 600 HIV families
2093	No baby of HIV +ve moms in last 2 years tested positive
2094	21 Haridwar jail inmates found to be HIV positive
2095	Puducherry stands first in country with zero prevalence of HIV
2096	HIV positive person‘neglected’ at PMCH
2097	Abbott ties up with Chennai-based YRGCARE to study HIV infection patterns in India
2098	HIV wanes in Maha but rages in high-risk groups
2099	First national-level marriage fair for HIV+ people in Hazira
2100	Digital tracking of Tamil Nadu HIV patients in works
2101	Notice to Punjab on probe into HIV in jails
2102	‘Don’t advertise HIV-positive status, write ‘universal precaution’ instead’
2103	HIV positive mother abandons 38-day-old baby at orphanage
2104	Lactating mothers test HIV +ve at Rajasthan milk banks
2105	Lactating mothers test HIV +ve at Rajasthan milk banks
2106	Lactating mothers test HIV +ve at Rajasthan milk banks
2107	Cipla gets USFDA approval for HIV drug
2108	Strides Shasun arm gets USFDA nod for HIV drug
2109	Kerala opts for latest Elisa test kit for HIV detection
2110	Lactating mothers test HIV +ve at Rajasthan milk banks
2111	Infected syringe jabs and dialysis push 100 into HIV death jaws
2112	HIV scare puts quacks under lens
2113	20,500 got HIV through blood transfusion in 11 years: Data
2114	5,000 people living with HIV fear in UP town
2115	HIV+ orphans to perform in Mumbai this weekend to raise funds for bus
2116	20,500 got HIV through blood transfusion in 11 years: Data
2117	20,500 got HIV through blood transfusion in 11 years: Data
2118	25 acquire HIV as quack uses infected syringe
2119	Naco mandates viral load test for HIV patients, says it will check mortality
2120	Over 500 patients in Maharashtra contracted HIV via infected needles in 5 years: RTI
2121	Clinics of 73 quacks sealed in HIV affected Bangarmau
2122	Stigma of HIV makes people quit UP villages
2123	No toilets, people with HIV stopped from open defecation
2124	HIV-hit people of Unnao now seek change in village name
2125	Ambulances to ferry HIV postive patients
2126	In news over HIV, village bans media
2127	18 preliminary HIV+ cases identified at 'gram samvedana'
2128	No toilet, HIV+ people being stopped from open defecation
2129	HIV counselling centres hit by staff crunch
2130	HIV more prevalent in 15-24 age group, data reveals
2131	National conference on HIV/AIDS held
2132	Prisoners to undergo HIV test in state
2133	Prisoners to undergo HIV test in state
2134	Fatehpur’s ‘HIV village’ has seen no fresh case in 5 years
2135	Prisoners to undergo HIV test in state
2136	​Not horoscope, HIV report to fix matches in Unnao villages
2137	Prisoners to undergo HIV test in state
2138	'No HIV' certificate more important than 'kundali' matching in UP's Prem Nagar
2139	23 inmates in Gorakhpur jail found HIV positive
2140	International Women's Day 2018: HIV+ woman who’s spreading positivity
2141	Help starts pouring in for HIV-positive youths
2142	An HIV-positive dream hits house hurdle in Kolkata
2143	In-laws booked for harassing HIV+ widow
2144	HIV taboo more lethal than disease: Many patients dumped by kin, wallow on roads
2145	Free viral load test for HIV at three ART centres from April 19
2146	Manipur government hospital reveals couple's HIV status in public
2147	8% of TB patients in Karnataka are HIV positive, third highest in India
2148	HIV people with positive attitude
2149	Kerala girl who 'tested' HIV+ after blood transfusion dies
0	EWS admissions: Delhi govt warns pvt schools against asking for Aadhaar
1	Family claims Rs 6 crore from Fernandez hospital Aarohi blood bank after infant gets HIV
2	Yogi government completes a year: A look at some initiatives taken by the administration
3	What are the symptoms of tuberculosis and how can you prevent it?
4	RML Hospital doctors fume over limit on prescribing tests
5	Metropolis Healthcare plans to add 800 centres 10 labs by FY19-end
6	Trump orders ban on most transgenders from serving in US military
7	WHO urges countries to invest more in research to prevent TB transmission
8	HIV prevalence rate third highest in Nagaland highest in
9	HIV prevalence rate third highest in Nagaland highest in
10	World Oral Health Day: 6 ways your tongue is warning you about your health
11	AIIMS docs pitch for viral marker tests to determine if any patient has any existing infection
12	Progress against TB in SE Asian region to have major impact globally: WHO Chief
13	Progress against TB in SE Asian region to have major impact globally: WHO Chief
14	Progress against TB in SE Asian region to have major impact globally: WHO Chief
15	Strides Shasun gets USFDA nod for HIV treatment drug
16	Modi calls for change in approach to eliminate TB; announces target to free India of the disease by 2025
17	World can win war against TB if battle won in India: WHO
18	Health bodies push for compulsory licence for two drugs on MDR-TB
19	5 undertrials in Muzaffarnagar jail test positive for HIV
20	Aditi Rao Hydari to Ramya Krishnan: Tamil heroines who ruled the roost in 2017
21	UP jail HIV case: NHRC sends notice to govt seeks report
22	NHRC seeks report on prisoners found HIV positive in
23	EWS admission: Computerised draw postponed due to technical reasons
24	Novel antibody suppresses HIV in monkeys: study
25	Immune-suppression must while planning for smallpox outbreak
26	Prince Harry Meghan Markle to invite members of public to royal wedding
27	NIA to probe human trafficking cases
28	UP: 23 inmates of Gorakhpur jail test HIV positive
29	23 inmates of Gorakhpur jail test HIV positive
30	Cabinet to examine if NIA can probe human trafficking
31	Cabinet to examine if NIA can probe human trafficking
32	Hetero launches HIV treatment drug in India
33	Nadda launches initiative for free viral load test for people living with HIV/AIDS
34	BD appoints Pavan Mocherla as MD for India South Asia
35	WHO recommends scaling up access to testing treatment for TB
36	Digital health can reduce inequity medical errors: Nadda
37	New AI system may help check TB spread in India
38	Metropolis Healthcare plans Rs 100-cr expansion
39	Metropolis Healthcare plans Rs 100-cr expansion
40	AHF observes International Condom Day
41	Modicare: Will it work?
42	Anti-trafficking Bill likely to be tabled in Parl nxt month
43	Quack accused of infecting scores with HIV in Unnao held: Cops
44	46 infected with HIV in UPs Unnao as quack injects medicine
45	46 infected with HIV says Unnao CMO; quack who used same
46	PTI HIGHLIGHTS AT 9-30 PM
47	HIV incident: Ex-IMA chief says it is a criminal act Centre
48	46 infected with HIV says Unnao CMO; quack who used common
49	PTI HIGHLIGHTS AT 5 PM
50	46 infected with HIV as quack uses common syringe: CMO
51	21 become HIV infected as Unnao quack uses common syringe: CMO
52	Chennai air turns unhealthy activists say Centre should look beyond Delhi
53	Uttar Pradesh: 46 infected with HIV at Unnao health camp after quack uses same syringe
54	40 people test HIV positive in UP's Unnao after quack uses same syringe on them
55	Research claims lack of access to essential medicines in India
56	Research claims lack of access to essential medicines in India
57	New paper-based test to detect HIV early
58	10 amazing facts about DNA the fundamental unit that makes life possible on Earth
59	Cipla gets USFDA approval for HIV drug
60	Strides Shasun arm gets USFDA nod for HIV drug
61	Seven bacterial species may up HIV risk in women: study
62	Call Me by Your Name dir to tackle HIV and AIDS in sequel
63	12 interesting facts about Ruskin Bond the Indian William Wordsworth
64	PM asks CMs to address challenge of TB in mission mode
65	Safe pregnancy has become a social movement in India: Nadda
66	Arun Prabu to Lokesh Kanagaraj promising Tamil debut directors of 2017
67	Aruvi full movie leaked online: Aditi Balan film reaches Facebook
68	Venus-like planet discovered around dim star
69	Remembering George Everest the man who gave his name to the highest mountain on Earth
70	Remembering Nelson Mandela: Facts about the freedom activist who became the first black President of South Africa
71	World Blood Donor Day: 13 myths and 12 facts to get rid of your hesitation towards blood donation
72	The name's Bond Ruskin Bond: 5 life lessons you should learn from the prolific writer
73	5 popular books by Ruskin Bond you shouldn't miss
74	Remembering Ronald Ross and 6 other great scientists who have won the Nobel Prize for discovering lifesaving medicine
75	Happy Birthday Tom Cruise! Facts about the Mission Impossible star who is turning 55
76	Karnataka calling: IT done the state should now transform its agriculture
77	Rising Rajasthan: The success story of a former BIMARU state
78	Doctors talk about how AIDS patients can live a normal life
79	On World AIDS Day let us talk about how we treat HIV positive patients
80	World Aids Day: How to identify Aids in the early stages
81	AIDS/HIV can also result in infertility says study
82	World AIDS Day 2017: New infection cases in India almost halved over the past decade still a long road to go
83	Bigg Boss 11: Salman Khan wants Bipasha Basu Karan Singh Grover's condom ad removed?
84	In a first WHO releases child sex abuse guidelines
85	From anger to pride: Kolkata's evolution of embracing gay rights
86	India US working together to fight TB dengue: US envoy
87	Shahrukh Khan to get Crystal Award at WEF Davos Summit
88	Star-shaped capsule can simplify the treatment for HIV: All you need to know about it
89	Sponsor Muskan's education
90	Hrithik supports wife's cause
91	Hrithik supports wife's cause
92	Nursery admissions under EWS DG categories from Jan 22
93	Once-a-week pill for HIV treatment developed
94	Those who underwent surgery transfusion before 2002 to be
95	Common birth control drug may up HIV risk: study
96	Gurgaon Fortis Hospital accused of selling fresh frozen plasma to Reliance
97	Canada to Switzerland these are the 12 best countries to live in
98	Policy bodies praise govts clarification on condom ads
99	HC notice to Centre over curb on condom ads on TV
100	Department of Education to introduce transgender issues in sex education classes
101	HC notice to Centre over curb on condom ads on TV
102	Designer gold nanoparticles could combat deadly viruses
103	Filmmaker Lakshmy Ramakrishnan upset with Aruvi for mocking her show
104	Ban on condom ads on TV would undo decades of progress
105	ASCI welcomes advisory on condom ads on TV channels
106	ASCI welcomes ban on condom ads on TV channels
107	SC to pronounce order on mandatory linking of Aadhaar tomorrow
108	Charlie Sheen sues National Enquirer over rape allegations
109	Coordinated efforts needed to curb drug trafficking: Ex-
110	Take stringent action against diagnostic centre: DMC to DGHS
111	Manipur: sexual relation now main reason for HIV transmission
112	Manipur: sexual relation now main reason for HIV transmission
113	Manipur: HIV transmission shifts from syringe to sexual route
114	Manipur: HIV transmission shifts from syringe to sexual route
115	New way to stop HIV in its tracks found
116	NORTHERN REGION HIGHLIGHTS 2130 HRS
117	Prince Harry makes first joint visit with fiance Meghan Markle
118	World AIDS Day observed in jail premises to educate inmates
119	HIV directly impacts brain in early stages: study
120	Anupriya Patel launches plan for eradicating HIV/AIDS by 2030
121	CM asks industries to employ HIV/AIDS persons
122	HIV taught us how to improve our health systems: Expert
123	HIV taught us how to improve our health systems: Expert
124	HIV has taught us how to improve our health systems: Expert
125	Exhibition on milestones of fight against AIDS in India
126	MP: Number of new HIV cases in transgender community rises
127	MP: Number of new HIV cases in transgender community rises
128	Cipla gets WHO nod to sell TB preventing drug in HIV patients
129	Microorganisms found from Atacama Desert may cure HIV
130	NORTHERN REGION HIGHLIGHTS 2100 HRS
131	NORTHERN REGION HIGHLIGHTS 2100 HRS (CORRECTED)
132	NORTHERN REGION HIGHLIGHTS 1730 HRS
133	Soumya Swaminathan to take charge as WHO Deputy DG in Dec
134	HIV/AIDS prevalence rate reducing in Nagaland
135	HIV/AIDS prevalence rate reducing in Nagaland
136	S African Indian-origin AIDS researcher appointed UNAIDS
137	Global health experts ask govts to fund research for combating
138	114 countries launch urgent action to end TB by 2030 says WHO
139	14632 HIV positives identified in Mizoram
140	Hetero gets DCGI nod to market anti-retroviral FDC tablets
141	How HIV spreads through the body decoded
142	Harvard honours Elton John for efforts for fighting HIV AIDS
143	Tuberculosis claimed over 4 lakh lives in India last year; where are we headed?
144	HC seeks to know if insurance cover given to AIDS/HIV patients
145	India tops list of new TB cases in 2016: WHO
146	Experimental vaccine may protect against HIV
147	Fake stamp paper scam convict Telgi dies
148	Indian-origin South African couple receives top US award for AIDS research
149	Top US award for S African Indian-origin AIDS researchers
150	Chhattisgarh women SHGs get Rs 67 crore as business loans
151	WATCH: Bipasha Basu and Karan Singh Grover spice it up in the bedroom for condom ad
152	Gandhi museum inaugurated in Durban on land owned by Mahatma
153	S Africa proud of its association with India: Zulu King
154	Health ministry employees take pledge on road safety
155	Here's why new moms are eating their placenta
156	Yuvraj Singh new ambassador for Mercedes Benz India supported Laureus
157	Not man not woman we are transgenders: Gauri Sawant
158	Harsh Vardhan suggests areas to collaborate with SAfrica
159	Preventing transmission of HIV from mother to child a
160	Preventing transmission of HIV from mother to child a
161	New molecule could kick and kill HIV
162	Soumya Swaminathan appointed Deputy Director-General of WHO: All you should know about her
163	Money generated from sale of Vespa RED to be used to fight
164	When 300 transgender and hijra entrepreneurs artists and activists gathered at a Delhi mall
165	New smartphone-based test can detect HIV in seconds
166	India US renew commitment to collaborate on health sector
167	STD cases surge to record high in US: report
168	FACT CHECK: Can shaking hands and using same mobile devices cause AIDS?
169	Bangladesh to provide birth control kits to Rohingya refugees
170	18 people infected by HIV due to blood transmission in Mumbai in 2016-17
171	18 got HIV due to blood transmission in Mumbai in 2016-17
172	Rostec inks pact with Mylan Lab for HIV drugs
173	Smokers with HIV more at risk of lung cancer than AIDS: study
174	Here's how men in their 50s go through a certain type of menopause
175	Kerala HIV positive girl: Medical team begins probe
176	Girl found HIV positive after transfusion: Govt orders probe
177	9-year-old cancer patient found HIV+ after blood transfusion
178	India lags behind in meeting UNs 2030 health target: Lancet
179	Single window system for HIV infected in Chhattisgarh
180	Single window system for HIV infected in Chhattisgarh
181	How this HIV+ bodybuilder is taking the world of sports by storm
182	Broadway composer-lyricist Michael Friedman dead
183	Refusal to treat HIV+ woman: Notices to 10 hospital staffers
184	Urgent action needed to eliminate hepatitis: Amitabh Bachchan
185	MP: Husband alleges HIV+ pregnant woman denied treatment
186	TOP STORIES AT 1930 HRS
187	NHRC notice to MP govt over refusal to treat HIV+ woman
188	WHO Southeast Asia health ministers meet starts in Maldives
189	HC seeks AAP govt report on plea for free treatment of Hep C
