name,date,location,Lat,Long
AIDS control funds may not come down,"December 07, 2007",TAMIL NADU,11.127123,78.656891
AIDS awareness rally,"December 07, 2007",TAMIL NADU,11.127123,78.656891
Living on the brink of a crisis,"December 08, 2007",TAMIL NADU,11.127123,78.656891
Awareness rally,"December 08, 2007",TAMIL NADU,11.127123,78.656891
â€œWomen should be aware of preventive measuresâ€,"December 02, 2007",TAMIL NADU,11.127123,78.656891
Campaign against HIV/AIDS,"December 02, 2007",NEW DELHI,28.632429,77.218788
Call for an AIDS-free world,"December 02, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜Communication on wheelsâ€™ flagged off,"December 02, 2007",TAMIL NADU,11.127123,78.656891
HIV cases decline,"December 02, 2007",ANDHRA PRADESH,15.9129,79.73999
"Rallies, meetings mark World AIDS Day","December 02, 2007",ANDHRA PRADESH,15.9129,79.73999
â€œPeopleâ€™s cooperation must for the success of AIDS control projectâ€,"December 02, 2007",ANDHRA PRADESH,15.9129,79.73999
Metro launches campaign to spread AIDS awareness,"December 02, 2007",NEW DELHI,28.632429,77.218788
Film to create awareness of HIV/AIDS,"November 29, 2007",TAMIL NADU,11.127123,78.656891
â€œShow social and moral concern for HIV-affectedâ€,"December 02, 2007",TAMIL NADU,11.127123,78.656891
Rally for AIDS awareness,"November 14, 2007",TAMIL NADU,11.127123,78.656891
AIDS stigma slowly wearing out,"December 01, 2007",TAMIL NADU,11.127123,78.656891
Anti-AIDS campaign to rev up through auto drivers,"November 14, 2007",TAMIL NADU,11.127123,78.656891
Supreme Court notice to two doctors,"November 15, 2007",NEW DELHI,28.632429,77.218788
â€˜Silent Nightâ€™ play to be staged,"November 15, 2007",TAMIL NADU,11.127123,78.656891
Special visitors to Assembly,"November 15, 2007",ANDHRA PRADESH,15.9129,79.73999
GGH becomes vital link in public health care Spotlight,"November 15, 2007",ANDHRA PRADESH,15.9129,79.73999
"Keep studying, Governor advises youth","November 15, 2007",ANDHRA PRADESH,15.9129,79.73999
"Improve awareness level, women told","November 15, 2007",ANDHRA PRADESH,15.9129,79.73999
HIV treatment facilities reviewed,"November 15, 2007",TAMIL NADU,11.127123,78.656891
Training for people with HIV,"November 16, 2007",TAMIL NADU,11.127123,78.656891
Novel rehabilitation scheme for HIV-affected,"December 01, 2007",KERALA,10.850516,76.27108
1.75 p.c. pregnant women AIDS-infected,"December 01, 2007",ANDHRA PRADESH,15.9129,79.73999
A positive development,"December 01, 2007",ANDHRA PRADESH,15.9129,79.73999
Prejudice against people with HIV regretted,"December 01, 2007",KARNATAKA,15.317277,75.71389
Medical establishments lack coordination,"November 16, 2007",ANDHRA PRADESH,15.9129,79.73999
Second line ART from January next,"December 01, 2007",KARNATAKA,15.317277,75.71389
ABVP protest against sex education move in schools,"November 16, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜Silent Nightâ€™ play to be staged,"November 16, 2007",TAMIL NADU,11.127123,78.656891
TNP+ launches State Women Forum,"November 13, 2007",ANDHRA PRADESH,15.9129,79.73999
Public Health Fellowship launched in Hyderabad,"November 13, 2007",ANDHRA PRADESH,15.9129,79.73999
Rally for AIDS awareness,"November 13, 2007",TAMIL NADU,11.127123,78.656891
Essay competitions for students on November 15,"November 13, 2007",TAMIL NADU,11.127123,78.656891
NGO comes to the rescue of HIV positive,"November 14, 2007",ANDHRA PRADESH,15.9129,79.73999
"â€˜Be sensitive to HIV, AIDS issuesâ€™","November 16, 2007",KARNATAKA,15.317277,75.71389
"Accept reality, empathise","November 17, 2007",TAMIL NADU,11.127123,78.656891
Mobile testing labs for HIV launched,"November 17, 2007",TAMIL NADU,11.127123,78.656891
Police evolving a strategy to tackle HIV,"November 17, 2007",KARNATAKA,15.317277,75.71389
26 deaths due to AIDS in Kodagu district since 2002: official,"November 17, 2007",KARNATAKA,15.317277,75.71389
Dispelling the many myths about epilepsy,"November 17, 2007",KARNATAKA,15.317277,75.71389
AIDS awareness meet organised,"November 17, 2007",ANDHRA PRADESH,15.9129,79.73999
HIV-infected patients seek separate space in hospital,"November 17, 2007",KERALA,10.850516,76.27108
Orientation programme for outreach workers,"November 18, 2007",TAMIL NADU,11.127123,78.656891
HIV rampant in Chittoor district: study,"November 18, 2007",ANDHRA PRADESH,15.9129,79.73999
Medical camp for jail inmates,"November 18, 2007",ANDHRA PRADESH,15.9129,79.73999
Doctorsâ€™ posts to be filled up in Government hospitals,"November 18, 2007",TAMIL NADU,11.127123,78.656891
Mobile testing lab for inaccessible places,"November 18, 2007",TAMIL NADU,11.127123,78.656891
More infrastructute for Government Hospital,"November 18, 2007",TAMIL NADU,11.127123,78.656891
Orientation programme for outreach workers,"November 19, 2007",TAMIL NADU,11.127123,78.656891
â€œStrengthen faculty in medical collegesâ€,"November 19, 2007",TAMIL NADU,11.127123,78.656891
Puppet show takes the message to them,"November 19, 2007",TAMIL NADU,11.127123,78.656891
â€œTreat AIDS patients sans discriminationâ€,"November 19, 2007",TAMIL NADU,11.127123,78.656891
WHO comes out with draft norms on rehabilitation,"November 20, 2007",KARNATAKA,15.317277,75.71389
Achievements come with a price!,"November 20, 2007",ANDHRA PRADESH,15.9129,79.73999
Red Cross president,"November 20, 2007",TAMIL NADU,11.127123,78.656891
A helping hand for people with HIV,"November 21, 2007",KARNATAKA,15.317277,75.71389
â€˜Have compassion for HIV-affectedâ€™,"November 21, 2007",TAMIL NADU,11.127123,78.656891
Spread of HIV comes down in Tamil Nadu,"November 21, 2007",TAMIL NADU,11.127123,78.656891
Experts look into risky practices of homosexuality,"November 21, 2007",NEW DELHI,28.632429,77.218788
Meeting on AIDS,"November 22, 2007",ANDHRA PRADESH,15.9129,79.73999
A timely balm for HIV-infected children,"November 22, 2007",TAMIL NADU,11.127123,78.656891
â€˜Youth must be cautiousâ€™,"November 21, 2007",KARNATAKA,15.317277,75.71389
"Finally, itâ€™s green signal for Red Ribbon Express","November 23, 2007",NEW DELHI,28.632429,77.218788
DMO to convene meet on AIDS Day events,"November 23, 2007",KERALA,10.850516,76.27108
Debate on HIV test,"November 24, 2007",ANDHRA PRADESH,15.9129,79.73999
Events planned for World AIDS Day,"November 24, 2007",TAMIL NADU,11.127123,78.656891
Events planned for World AIDS Day,"November 25, 2007",TAMIL NADU,11.127123,78.656891
"Do not feel inferior, HIV positive people told","November 25, 2007",TAMIL NADU,11.127123,78.656891
Mobility aids distributed,"November 25, 2007",TAMIL NADU,11.127123,78.656891
Adolescent education programme to be implemented in Dharmapuri,"November 25, 2007",TAMIL NADU,11.127123,78.656891
Steps to set up care home for HIV people,"November 25, 2007",TAMIL NADU,11.127123,78.656891
Towards a healthy Indiaâ€¦.,"November 25, 2007",NEW DELHI,28.632429,77.218788
New home,"November 26, 2007",TAMIL NADU,11.127123,78.656891
Weeklong AIDS awareness programme,"November 26, 2007",KARNATAKA,15.317277,75.71389
All set for Bala Sahyogya scheme,"November 26, 2007",ANDHRA PRADESH,15.9129,79.73999
Conference of Indian Society of Medical Statistics,"November 27, 2007",KARNATAKA,15.317277,75.71389
An average of 50 calls each,"November 27, 2007",KARNATAKA,15.317277,75.71389
Training programme under way for nurses,"November 28, 2007",TAMIL NADU,11.127123,78.656891
"Launch of mobile HIV/AIDS, STD testing centre","November 28, 2007",TAMIL NADU,11.127123,78.656891
Red Cross doing good work: Tiwari,"November 28, 2007",ANDHRA PRADESH,15.9129,79.73999
Tiwari lauds Red Cross,"November 28, 2007",ANDHRA PRADESH,15.9129,79.73999
"Toll-free HIV, AIDS counselling centre opened","November 29, 2007",KARNATAKA,15.317277,75.71389
Campaign,"November 29, 2007",KARNATAKA,15.317277,75.71389
State-of-the-art blood banks soon: Ramadoss,"November 29, 2007",NEW DELHI,28.632429,77.218788
Special programmes to mark World AIDS Day,"November 29, 2007",TAMIL NADU,11.127123,78.656891
World AIDS Day events drawn up,"November 29, 2007",KERALA,10.850516,76.27108
Meet on HIV/AIDS,"November 29, 2007",ANDHRA PRADESH,15.9129,79.73999
They are positively discriminated against,"November 28, 2007",KARNATAKA,15.317277,75.71389
"At last, some measures","November 28, 2007",KARNATAKA,15.317277,75.71389
Good response to testing facility in prison,"November 28, 2007",KARNATAKA,15.317277,75.71389
PUBLIC EYE,"November 28, 2007",KARNATAKA,15.317277,75.71389
Living life on their own terms,"November 28, 2007",KARNATAKA,15.317277,75.71389
UNICEF awards,"November 28, 2007",KARNATAKA,15.317277,75.71389
Tapping their latent talents,"November 29, 2007",TAMIL NADU,11.127123,78.656891
Concern over spread of AIDS among plantation workers,"November 30, 2007",KARNATAKA,15.317277,75.71389
â€˜Dasaavatharamâ€™ may be out for Tamil New Year Day,"November 30, 2007",TAMIL NADU,11.127123,78.656891
AIDS control society joins hands with UN to launch campaign,"November 30, 2007",TAMIL NADU,11.127123,78.656891
Living life on their own terms,"November 29, 2007",KARNATAKA,15.317277,75.71389
ICMR enters tripartite agreement,"November 29, 2007",ANDHRA PRADESH,15.9129,79.73999
Exploring the identity of women,"November 30, 2007",NEW DELHI,28.632429,77.218788
Coalition governments threat to social justice: expert,"November 30, 2007",KARNATAKA,15.317277,75.71389
â€œIndians uncertain of AIDS factsâ€,"November 30, 2007",NEW DELHI,28.632429,77.218788
â€˜Action on to check menace of quacksâ€™,"November 30, 2007",KARNATAKA,15.317277,75.71389
"HIV testing, counselling made free at designated centres","December 02, 2007",TAMIL NADU,11.127123,78.656891
Weighty issue,"December 02, 2007",ANDHRA PRADESH,15.9129,79.73999
AIDS Day observed,"December 02, 2007",ANDHRA PRADESH,15.9129,79.73999
"Oral disease, a major health problem in all countries: WHO official","December 02, 2007",KARNATAKA,15.317277,75.71389
"2,966 HIV/AIDS cases detected in Belgaum this year","December 02, 2007",KARNATAKA,15.317277,75.71389
"More youth becoming victims of HIV/AIDS, says Nadamani","December 02, 2007",KARNATAKA,15.317277,75.71389
Official moots pre-marital HIV test,"December 02, 2007",KARNATAKA,15.317277,75.71389
"Counselling has helped reduce incidence of HIV, says official","December 02, 2007",KARNATAKA,15.317277,75.71389
Stress on creating awareness of AIDS,"December 02, 2007",KERALA,10.850516,76.27108
Corporation begins AIDS campaign,"December 01, 2007",TAMIL NADU,11.127123,78.656891
A high-pitch propaganda takes off,"December 01, 2007",TAMIL NADU,11.127123,78.656891
Creating awareness on AIDS key issue,"December 01, 2007",TAMIL NADU,11.127123,78.656891
Kamal in his most convincing role yet,"December 01, 2007",TAMIL NADU,11.127123,78.656891
Mysore-based doctor wins international leadership award,"December 01, 2007",KARNATAKA,15.317277,75.71389
Number of HIV-positive cases in State drops,"December 01, 2007",KERALA,10.850516,76.27108
Anniversary celebrated,"October 26, 2007",KARNATAKA,15.317277,75.71389
â€˜Saharaâ€™ for sex workers,"October 26, 2007",ANDHRA PRADESH,15.9129,79.73999
Need to safeguard health of youth stressed,"October 26, 2007",TAMIL NADU,11.127123,78.656891
"Use legal aid cells , HIV-affected told","October 26, 2007",TAMIL NADU,11.127123,78.656891
Training in steps to create TB awareness,"October 28, 2007",TAMIL NADU,11.127123,78.656891
Meet on psychological health from tomorrow,"November 12, 2007",ANDHRA PRADESH,15.9129,79.73999
A place where children have a whale of time,"November 12, 2007",TAMIL NADU,11.127123,78.656891
"Over 60,000 screened in special camps","September 27, 2007",TAMIL NADU,11.127123,78.656891
Study finds low awareness on AIDS,"September 27, 2007",ANDHRA PRADESH,15.9129,79.73999
CCMBâ€™s Open Day draws budding scientists,"September 27, 2007",ANDHRA PRADESH,15.9129,79.73999
Fund for HIV-afflicted children,"September 28, 2007",TAMIL NADU,11.127123,78.656891
Voluntary Blood Donation Day,"September 29, 2007",ANDHRA PRADESH,15.9129,79.73999
Inaugurated,"September 29, 2007",KARNATAKA,15.317277,75.71389
Camp,"September 30, 2007",TAMIL NADU,11.127123,78.656891
Gram sabha meetings,"September 30, 2007",TAMIL NADU,11.127123,78.656891
Focus on tuberculosis at IMA conference,"September 30, 2007",ANDHRA PRADESH,15.9129,79.73999
CS for more public-private role in tackling social evils,"September 30, 2007",ANDHRA PRADESH,15.9129,79.73999
All about healthy growing up,"October 02, 2007",TAMIL NADU,11.127123,78.656891
Call to create awareness about AIDS prevention,"October 02, 2007",ANDHRA PRADESH,15.9129,79.73999
Competitions on Blood Donorsâ€™ Day,"October 02, 2007",NEW DELHI,28.632429,77.218788
"More than the disease, ignorance of therapy stalks these people","October 03, 2007",TAMIL NADU,11.127123,78.656891
Spotlight on challenges faced by children,"October 03, 2007",TAMIL NADU,11.127123,78.656891
Gram sabha meetings held in 251 panchayats in Dharmapuri district,"October 04, 2007",TAMIL NADU,11.127123,78.656891
Spotlight on challenges faced by children,"October 04, 2007",TAMIL NADU,11.127123,78.656891
US varsity plans study on AIDS,"October 04, 2007",ANDHRA PRADESH,15.9129,79.73999
Mason falls to death,"October 04, 2007",ANDHRA PRADESH,15.9129,79.73999
â€œMedia should respect secrecy of patientsâ€,"October 04, 2007",TAMIL NADU,11.127123,78.656891
Probe sought,"October 05, 2007",ANDHRA PRADESH,15.9129,79.73999
Discrimination against cook continues,"October 05, 2007",KARNATAKA,15.317277,75.71389
Mother to child transmission of HIV high,"October 07, 2007",ANDHRA PRADESH,15.9129,79.73999
Book released,"October 07, 2007",KARNATAKA,15.317277,75.71389
Plea not to license prostitution,"October 07, 2007",ANDHRA PRADESH,15.9129,79.73999
â€œHIV/AIDS cases on the declineâ€,"October 07, 2007",TAMIL NADU,11.127123,78.656891
New TV serial to promote health awareness,"October 07, 2007",NEW DELHI,28.632429,77.218788
Roshni donates funds for HIV positive children,"October 08, 2007",TAMIL NADU,11.127123,78.656891
Appointed,"October 08, 2007",TAMIL NADU,11.127123,78.656891
Assessment marks,"October 08, 2007",TAMIL NADU,11.127123,78.656891
Classic plays,"October 08, 2007",TAMIL NADU,11.127123,78.656891
Studentsâ€™ plight,"October 08, 2007",TAMIL NADU,11.127123,78.656891
Outreach staff gets award,"October 09, 2007",TAMIL NADU,11.127123,78.656891
Vigilance panels to check trafficking,"October 09, 2007",ANDHRA PRADESH,15.9129,79.73999
A stamp-size dose of medicine,"October 10, 2007",KERALA,10.850516,76.27108
"â€˜Do not spend RCH-II funds on civil works, vehiclesâ€™","October 12, 2007",KARNATAKA,15.317277,75.71389
Scheme to help bring smiles on the faces of HIV-affected,"October 12, 2007",KARNATAKA,15.317277,75.71389
â€œ60 % AIDS victims are affected by TBâ€,"October 13, 2007",TAMIL NADU,11.127123,78.656891
NACO launches sub-office in Guwahati,"October 13, 2007",NEW DELHI,28.632429,77.218788
To make UN millennium goals a reality,"October 13, 2007",TAMIL NADU,11.127123,78.656891
NCC cadets take out awareness rally,"October 15, 2007",KARNATAKA,15.317277,75.71389
Phase III of AIDS project will cover 10 districts,"October 15, 2007",TAMIL NADU,11.127123,78.656891
HIV/AIDS-affected seek better deal,"October 16, 2007",KARNATAKA,15.317277,75.71389
HIV campaign among â€˜invisible communityâ€™,"October 16, 2007",ANDHRA PRADESH,15.9129,79.73999
National consultation on HIV/AIDS,"October 16, 2007",TAMIL NADU,11.127123,78.656891
Increasing access to healthcare important for combating HIV/AIDS: U.S. Consul-General,"October 17, 2007",TAMIL NADU,11.127123,78.656891
Condom vending machines installed in Salem,"October 17, 2007",TAMIL NADU,11.127123,78.656891
Media told to create awareness on AIDS,"October 18, 2007",KARNATAKA,15.317277,75.71389
â€œIncreasing access to healthcare important for combating HIV/AIDSâ€,"October 18, 2007",TAMIL NADU,11.127123,78.656891
Cycling for a cause,"October 20, 2007",TAMIL NADU,11.127123,78.656891
Good response to condom vending machines,"October 22, 2007",TAMIL NADU,11.127123,78.656891
Helping HIV-affected join the mainstream,"October 22, 2007",KARNATAKA,15.317277,75.71389
Cycling for a cause,"October 22, 2007",TAMIL NADU,11.127123,78.656891
â€˜Be Boldâ€™ draws crowds to HIV testing centres,"October 23, 2007",ANDHRA PRADESH,15.9129,79.73999
HIV â€˜Be Boldâ€™ drive a success,"October 24, 2007",ANDHRA PRADESH,15.9129,79.73999
AIDS prevention projects launched,"October 24, 2007",TAMIL NADU,11.127123,78.656891
MLAs urged to take message of HIV prevention to people,"October 24, 2007",TAMIL NADU,11.127123,78.656891
Tamil Nadu removed from list of HIV high prevalence States,"October 24, 2007",TAMIL NADU,11.127123,78.656891
Tamil Nadu removed from list of HIV high prevalence States,"October 25, 2007",TAMIL NADU,11.127123,78.656891
Call to check spread of HIV,"October 25, 2007",KARNATAKA,15.317277,75.71389
Fall in HIV positive cases in State,"November 12, 2007",ANDHRA PRADESH,15.9129,79.73999
Creativity to the fore at Idea Fair-2007,"October 28, 2007",ANDHRA PRADESH,15.9129,79.73999
â€œAwareness of child sexual abuse low among doctorsâ€,"October 28, 2007",TAMIL NADU,11.127123,78.656891
CBOs launched to increase HIV/AIDS awareness among workers,"October 29, 2007",TAMIL NADU,11.127123,78.656891
No passenger amenities,"October 29, 2007",ANDHRA PRADESH,15.9129,79.73999
This little girl yearns for parental care,"October 29, 2007",KARNATAKA,15.317277,75.71389
Two-day seminar,"October 29, 2007",TAMIL NADU,11.127123,78.656891
Movement to increase AIDS awareness among workers,"October 29, 2007",TAMIL NADU,11.127123,78.656891
Stress laid on ill-effects of smoking,"October 29, 2007",TAMIL NADU,11.127123,78.656891
Avinashilingam University to support HIV positive women,"November 02, 2007",TAMIL NADU,11.127123,78.656891
Veenadhari passes away,"November 03, 2007",KARNATAKA,15.317277,75.71389
AIDS programme for NSS units held,"November 04, 2007",TAMIL NADU,11.127123,78.656891
â€˜Dhairya yatraâ€™ for HIV positive people,"November 04, 2007",ANDHRA PRADESH,15.9129,79.73999
Fellowship programme,"November 04, 2007",TAMIL NADU,11.127123,78.656891
Medicines are not expensive,"November 07, 2007",KARNATAKA,15.317277,75.71389
The disease is transmitted only by the father: doctor,"November 07, 2007",KARNATAKA,15.317277,75.71389
Dakshina Kannada tops the AIDS chart in the State,"November 07, 2007",KARNATAKA,15.317277,75.71389
â€˜Christotsavaâ€™ to begin tomorrow,"November 07, 2007",KARNATAKA,15.317277,75.71389
Children unite against AIDS,"November 08, 2007",TAMIL NADU,11.127123,78.656891
Maoistâ€™s death: case adjourned,"November 08, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜Psychological therapy needed in HIV/AIDS treatmentâ€™,"November 10, 2007",ANDHRA PRADESH,15.9129,79.73999
"Policies should address food security concerns, says M.S. Swaminathan","November 10, 2007",KERALA,10.850516,76.27108
TB could be cured through proper treatment: Collector,"October 30, 2007",TAMIL NADU,11.127123,78.656891
Take action against quack doctors:IMA,"October 30, 2007",TAMIL NADU,11.127123,78.656891
More women avail health care facilities: survey,"October 30, 2007",ANDHRA PRADESH,15.9129,79.73999
Renuka: no universal solution to issues of sexual rights,"October 30, 2007",ANDHRA PRADESH,15.9129,79.73999
Reason to smile and party,"October 31, 2007",ANDHRA PRADESH,15.9129,79.73999
An anthem for people living with HIV/AIDS,"November 01, 2007",TAMIL NADU,11.127123,78.656891
She will be an inspiration in their struggle,"November 04, 2007",KARNATAKA,15.317277,75.71389
Fighting AIDS is the biggest challenge: Mahishi,"November 04, 2007",KARNATAKA,15.317277,75.71389
Awareness campaign to be conducted on AIDS prevention,"November 05, 2007",TAMIL NADU,11.127123,78.656891
Fellowship programme,"November 05, 2007",TAMIL NADU,11.127123,78.656891
Itâ€™s no more a social stigma,"November 06, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜De-constructingâ€™ life of construction workers,"November 06, 2007",TAMIL NADU,11.127123,78.656891
â€˜De-constructingâ€™ life of construction workers,"November 07, 2007",TAMIL NADU,11.127123,78.656891
TNP+ launches State Women Forum,"November 07, 2007",ANDHRA PRADESH,15.9129,79.73999
Crescent School wins volleyball titles,"September 18, 2007",TAMIL NADU,11.127123,78.656891
A solace for HIV-positive women,"September 17, 2007",TAMIL NADU,11.127123,78.656891
Chest Hospital on dialysis,"September 18, 2007",ANDHRA PRADESH,15.9129,79.73999
Bankers reluctant to give loans to â€˜positiveâ€™ women,"September 18, 2007",ANDHRA PRADESH,15.9129,79.73999
CII keen on assessing health issues of IT employees,"September 17, 2007",TAMIL NADU,11.127123,78.656891
CII wants to assess health issues of IT employees,"September 18, 2007",TAMIL NADU,11.127123,78.656891
Mapping of health facilities undertaken,"September 19, 2007",NEW DELHI,28.632429,77.218788
Arts in aid of anti-AIDS campaign,"September 20, 2007",TAMIL NADU,11.127123,78.656891
Houses to HIV affected in IAY scheme,"September 20, 2007",ANDHRA PRADESH,15.9129,79.73999
Arts in aid of campaign to remove AIDS stigma,"September 19, 2007",TAMIL NADU,11.127123,78.656891
Towards serious cinema,"September 07, 2007",TAMIL NADU,11.127123,78.656891
â€˜Prevention only remedy for AIDSâ€™,"September 08, 2007",ANDHRA PRADESH,15.9129,79.73999
"HIV cases on the rise, says expert","September 08, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜More HIV cases than reportedâ€™,"September 08, 2007",ANDHRA PRADESH,15.9129,79.73999
Herbal medicine for AIDS victims launched,"September 09, 2007",TAMIL NADU,11.127123,78.656891
Workshop on HIV awareness,"September 09, 2007",NEW DELHI,28.632429,77.218788
Sharing a passion for magic,"September 04, 2007",KERALA,10.850516,76.27108
"School for children with HIV, AIDS","September 04, 2007",KARNATAKA,15.317277,75.71389
â€œInclude gender budgeting into planning and policyâ€,"September 05, 2007",TAMIL NADU,11.127123,78.656891
Include gender budgeting in all levels of planning and policy: Supriya Sahu,"September 06, 2007",TAMIL NADU,11.127123,78.656891
She gets a new lease of life,"September 07, 2007",TAMIL NADU,11.127123,78.656891
Project for rehabilitation of transgender people,"September 13, 2007",ANDHRA PRADESH,15.9129,79.73999
AIDS victims in search of help,"September 14, 2007",TAMIL NADU,11.127123,78.656891
Misconceptions about HIV transmission abound,"September 14, 2007",TAMIL NADU,11.127123,78.656891
Health Secretary visits hospital,"September 15, 2007",TAMIL NADU,11.127123,78.656891
German-aided project for disabled,"September 15, 2007",TAMIL NADU,11.127123,78.656891
Mangalore to get diabetes centre,"September 10, 2007",KARNATAKA,15.317277,75.71389
â€œCampaign on eye donation has paid offâ€,"September 11, 2007",TAMIL NADU,11.127123,78.656891
Rehab project for transgender persons,"September 12, 2007",ANDHRA PRADESH,15.9129,79.73999
11-day Ganeshotsav from Saturday,"September 12, 2007",KARNATAKA,15.317277,75.71389
Bullock cart awareness rally,"September 20, 2007",TAMIL NADU,11.127123,78.656891
HIV does not dampen his spirits,"September 20, 2007",ANDHRA PRADESH,15.9129,79.73999
Priority for HIV-infected,"September 20, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜People giving the go-by to safe practicesâ€™,"September 21, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜Statistics vital for crusade against HIVâ€™,"September 21, 2007",ANDHRA PRADESH,15.9129,79.73999
Anti-retroviral Therapy Centre inaugurated,"September 21, 2007",TAMIL NADU,11.127123,78.656891
Spreading awareness on HIV/AIDS,"September 22, 2007",KARNATAKA,15.317277,75.71389
Rs. 39 crore for AIDS prevention programme,"September 22, 2007",KARNATAKA,15.317277,75.71389
"Hypertension, diabetes emerge as major health problems in State","September 22, 2007",TAMIL NADU,11.127123,78.656891
â€˜Be Boldâ€™ evokes good response,"September 23, 2007",ANDHRA PRADESH,15.9129,79.73999
Responding to poignant call for help â€“ they come Personality of the week,"September 24, 2007",TAMIL NADU,11.127123,78.656891
Making sense of sex education in schools State Trends,"September 25, 2007",KERALA,10.850516,76.27108
The Swedish model,"September 25, 2007",KERALA,10.850516,76.27108
Paper plaque saves the day,"September 25, 2007",ANDHRA PRADESH,15.9129,79.73999
Forum to help women get their share in property,"September 25, 2007",TAMIL NADU,11.127123,78.656891
Speaking up for the girl child,"September 25, 2007",TAMIL NADU,11.127123,78.656891
A voice for the girl child,"September 26, 2007",TAMIL NADU,11.127123,78.656891
Overseas medical degrees to be recognised,"August 27, 2007",TAMIL NADU,11.127123,78.656891
Speaking up her woe to prevent parent-to-child transmission,"August 27, 2007",TAMIL NADU,11.127123,78.656891
Rate of HIV-affected in rural areas on the rise,"August 27, 2007",TAMIL NADU,11.127123,78.656891
Need for â€˜positiveâ€™ coverage stressed,"August 27, 2007",ANDHRA PRADESH,15.9129,79.73999
Rate of HIV-affected in rural areas on the rise,"August 28, 2007",TAMIL NADU,11.127123,78.656891
All primary health centres to be modernised in phases: Minister,"August 28, 2007",TAMIL NADU,11.127123,78.656891
â€œHIV positive people can have access to State schemesâ€,"August 28, 2007",TAMIL NADU,11.127123,78.656891
Helpless womenâ€™s search for justice,"August 28, 2007",ANDHRA PRADESH,15.9129,79.73999
Womenâ€™s cry for justice,"August 28, 2007",ANDHRA PRADESH,15.9129,79.73999
NGOs express concern over bill on immoral trafficking,"August 29, 2007",NEW DELHI,28.632429,77.218788
Getting benefits still a challenge for HIV patients,"August 21, 2007",TAMIL NADU,11.127123,78.656891
â€˜Stress-free life can increase lifespan of people with HIVâ€™,"August 21, 2007",KARNATAKA,15.317277,75.71389
Bangalore Today,"August 21, 2007",KARNATAKA,15.317277,75.71389
Contemporary themes,"August 22, 2007",KERALA,10.850516,76.27108
Not all people with HIV require Anti-Retroviral Therapy: expert,"August 23, 2007",KARNATAKA,15.317277,75.71389
A trainload of surprise for Delhi,"August 23, 2007",NEW DELHI,28.632429,77.218788
â€˜We need opportunities not sympathyâ€™,"August 23, 2007",KARNATAKA,15.317277,75.71389
Two-day library exhibition,"August 18, 2007",KARNATAKA,15.317277,75.71389
Workshop puts students on guard against human trafficking,"August 18, 2007",TAMIL NADU,11.127123,78.656891
â€˜Anti-retroviral centre will offer relief to HIV-infectedâ€™,"August 19, 2007",ANDHRA PRADESH,15.9129,79.73999
Officials told to check HIV incidence,"August 19, 2007",ANDHRA PRADESH,15.9129,79.73999
Ward for HIV patients opened,"August 19, 2007",ANDHRA PRADESH,15.9129,79.73999
Street plays for AIDS awareness,"August 19, 2007",NEW DELHI,28.632429,77.218788
Nesargi for release of ailing prisoners,"August 19, 2007",KARNATAKA,15.317277,75.71389
HIV positive woman faces discrimination at hospital,"August 20, 2007",TAMIL NADU,11.127123,78.656891
HIV positive people meet,"August 24, 2007",TAMIL NADU,11.127123,78.656891
Open House all set to cast a spell on visitors,"August 24, 2007",ANDHRA PRADESH,15.9129,79.73999
Social work award for Suresh Gopi,"August 24, 2007",KERALA,10.850516,76.27108
"â€œ1,100 children taking anti-retroviral therapyâ€","August 25, 2007",TAMIL NADU,11.127123,78.656891
Bid for tobacco-free North Campus,"August 26, 2007",NEW DELHI,28.632429,77.218788
German award conferred on Sister Willigard,"August 26, 2007",KARNATAKA,15.317277,75.71389
â€œA life dedicated to destitutesâ€,"August 26, 2007",TAMIL NADU,11.127123,78.656891
Greater awareness can help contain AIDS: Minister,"August 23, 2007",KARNATAKA,15.317277,75.71389
Strive for the protection of human rights: NHRC member,"August 23, 2007",ANDHRA PRADESH,15.9129,79.73999
â€˜HIV patients need supportâ€™,"August 23, 2007",ANDHRA PRADESH,15.9129,79.73999
Trust formed,"August 23, 2007",TAMIL NADU,11.127123,78.656891
Awareness programme,"August 24, 2007",KARNATAKA,15.317277,75.71389
11 AIDS cases in Kodagu,"August 24, 2007",KARNATAKA,15.317277,75.71389
In Chennai today,"August 24, 2007",TAMIL NADU,11.127123,78.656891
Open university to unveil short-term courses,"August 24, 2007",ANDHRA PRADESH,15.9129,79.73999
AIDS awareness through folk arts,"August 24, 2007",KARNATAKA,15.317277,75.71389
HIV testing to be extended to PHCs in Dharmapuri district,"August 24, 2007",TAMIL NADU,11.127123,78.656891
AIDS awareness campaign,"August 29, 2007",NEW DELHI,28.632429,77.218788
Concern over Bill on immoral trafficking,"August 30, 2007",NEW DELHI,28.632429,77.218788
Samithi opposes amendments to ITPA,"August 30, 2007",KARNATAKA,15.317277,75.71389
Producer denies allegations,"August 31, 2007",KERALA,10.850516,76.27108
